地名名稱,地名別稱,所屬縣市,所屬鄉鎮市區,所屬村里,地名類型,地名意義,語言別,命名族群,相關位置與面積描述,地名沿革與文獻歷史簡述,地名相關事項訪談內容,普查使用之地圖與文獻,地圖座標(橫坐標),地圖座標(縱坐標),地名年代時間(起),地名年代時間(迄),漢語拼音,通用拼音
公館前,,桃園縣,楊梅鎮,,聚落耕地,因特定建物而名。,客家語,,指今火車站一帶至楊梅溪、社子溪、老坑溪所環繞之區域。,"據桃園縣誌所載，公館前指的是公館前方一片區域。至於公館所在地點，則未加交代。若依楊梅鄭家族譜所載，其來台祖鄭大模於乾隆五十(1785) 年，加入朱協和墾業團當佃首，兩年後即因緣而為墾首，管理的土地範圍數百甲，大致以水尾至高山頂為界。推測當時佃租收納與商議、仲裁墾業事宜之處所，即所謂公館者，應就在其祖居地隘口寮道東堂，因楊梅的開發是由北往南，故由社子溪畔直抵今火車站一帶大片墾地稱為公館前亦合道理。日據後地名與行政區域有所調整，公館前一詞逐漸淡化，今已為錯誤名稱西楊梅所取代。自火車站北移後，楊梅街市鬧區由伯公山發展至新車站，即受鐵路之阻而止。鐵路之另一邊即原公館前區域，實為北楊梅地區，然因楊梅人習以縱貫公路或鐵路往台北方向稱北﹝實則為東﹞，無怪乎北楊梅會被誤稱為西楊梅了。",,話我家鄉楊梅鎮高山頂篇,121.14595519191,24.916654248328,光復前後,迄今,Gongguanqian,Gongguancian
小楊梅,,桃園縣,楊梅鎮,,村落,"因地形、植物及與早先開發腹地面積對比差異而名 。",客家語,,"廣義： 舊稱小楊梅壢者，泛指龜山以南，今大平、秀才、永寧三里交界之楊梅溪(大平溪)兩側溪谷地帶。狹義： 今之小楊梅則僅指泉水窩山(今揚昇高爾夫球場)西側之大平溪上游一帶溪谷地。","楊梅壢之開發係循社子溪而上，初期大抵以龜山北麓為界，在伯公山周圍所建村落街市以植物及地貌狀而稱楊梅壢。之後依次沿楊梅溪(大平溪)往上游開墾，仍多見楊梅樹，然溪谷卻益見狹窄，故乃將龜山以南至大平溪源頭的區段流域稱之為小楊梅壢。隨著街市的拓展，近市區地方逐漸被學校 (楊梅國小國中) 、社區新村(永寧新村) 、道路(校前路)等等稱呼所替代，曾幾何時，老一輩口中的小楊梅已退縮至泉水窩以南之地了。當地村落零星散布，人口不多，早年墾地多為黃家所有，故以世居之江夏黃為大姓外，其次則有鄭、朱、蕭、胡、連等幾戶人家散落其中。經由新竹客運新北線道路往北可通往市區及省道，往南可對外聯通龍潭、新埔等地。現今小楊梅所見楊梅樹不多，僅零星散佈溪谷地及居民於宅院所植者可見，倒是由胡屋往新埔方向約莫三百公尺的右側小徑下方﹝即黃屋旁﹞，尚有一株六百年老樟樹，樹下原石造土地公祠﹝據傳石刻有洪武年間字樣﹞已被樹根所纏抱為一體了，是目前所知楊梅鎮最老的一棵樹。早年溪谷邊多種水稻，半山腰以上坡地則耕植茶園維生。現今除少部分土地因轉售財團而閒置外，居民大多維持原貌，勤奮依舊。",,人與地學訊,121.14773971072,24.901722778137,日據後,迄今,Xiaoyangmei,Siaoyangmei
永寧新村,,桃園縣,楊梅鎮,,村落,因行政區(里)內新建聚落而名,國語為主及客家語,,"介於楊梅國小與楊梅國中之間的校前路96號進入,沿石門大圳左側之眷村形式聚落","民國五十幾年,進駐湖口裝甲基地之一批軍官,選擇了校前路旁范家所耕作之一片農田,購地建宅,攜眷定居,當時建構為獨棟或雙拼式雙層小洋樓,屋前均留有院落或園圃,類似眷村形式且住戶皆為軍人,故以新村冠上里名稱之,由於新村初建時,居住環境舒適且物美價廉,吸引更多裝甲兵及其他兵種甚或一般公教職工相偕到此購地合建,經向東及向南擴展結果,形成為近四方型之新村,村落內居民來自各方,姓氏不一,有別於傳統之宗親聚落,但因居民職業上(軍職,兵種)的同質性較高,故居民之凝聚力並不亞於傳統聚落者,時過境遷,如今屋舍依舊,屋主則或傳與下一代或將之出賣，頂讓，因此上述特質已逐漸消逝中。",,人與地學訊,121.14607379074,24.90316129569,民國六零年代,迄今,"Yongning New Residential Quarter","Yongning New Residential Quarter"
永寧山莊,,桃園縣,楊梅鎮,,村落,因行政區(里)而名,國語,,"座落於燕子窩與泉水窩之間的新北線公路下方,通往江夏堂(千頃第)老屋路徑半途之右側方","民國五Ｏ年代的楊梅國中操場一角(今網球場所在),住著一批退役老兵,直至六Ｏ年代，經由國防部安排全數遷建於現址，因地處永寧里的山腳故名永寧山莊，建有封閉式兩棟相對房舍，每棟另有中廊穿透，寢室兩兩相對，形式猶如軍中營房，中央道路的兩端是出入門戶，全山莊只設一戶號，即一個門牌(五鄰28之1號),因係單身退伍老兵宿舍,故均無配偶子嗣,採自治會方式管理,自治會長兼鄰長,全盛時達六十幾人,逐年滅少的結果,今僅存二,三十人","1.山莊人自成體系,對訪客傳媒極端敏感,外界甚難切入了解2.當年國防部是以要求楊梅中學另行購地交換方式(該案由當時校長葉國光交付總務胡阿土辦理),始將退伍軍人由原址遷至現址,故今永寧山莊之土地所有權仍歸楊梅國中",人與地學訊,121.1484504221,24.898032060148,民國六O年代,迄今,"Yongning Village","Yongning Village"
泉水窩,,桃園縣,楊梅鎮,,村落,"因地形與山泉而名 。",客家語,,位於今小揚梅之揚昇高爾夫球場入口處山凹(燕子窩山西側),清朝中葉，楊梅壢之墾拓係由北往南推進，沿楊梅溪而上開發小楊梅壢時，於今燕子窩山西側300公尺等高線下方山凹(客家語稱山窩)處，不斷有山泉湧現匯流，乃將該處命名泉水窩。今有新北線公路經過，往新埔方向的右側邊，近揚昇高爾夫球場入出口處，仍可見新竹客運早年所設泉水窩站牌。該處早年係由黃姓所開墾，今尚有兩支脈的江夏堂護龍三合院古宅座落其間。泉水窩上方山嶺即因此而名泉水窩山。,沿新北線公路繞至泉水窩山西南麓，於胡屋與連屋之間，見一站牌書名泉水埤，而鄰近亦見一口陂塘，原以為與泉水窩有關聯，但據胡先生記憶所及，從未聽聞該處有泉水陂之說。原來是新竹客運增設站牌時，徵詢當地居民意見，居民乃就附近一口人工池塘臨時命名，而決定了該站牌名。故此站牌名與泉水窩實無直接關聯。留此記錄乃為免日久訛傳。,人與地學訊,121.14747571792,24.894788944375,推斷為清乾嘉年間開墾小楊梅壢時,迄今,Quanshuiwo,Cyuanshueiwo
龜山,貴山公園,桃園縣,楊梅鎮,,山丘,"因地形地貌似龜狀而名 。",客家語,,楊梅國中後方的山嶺，位於中下游的老坑溪與大平溪之間，為今中山北路(縱貫路)、校前路、環南路所包夾。,楊梅壢是由三個台地(長岡嶺、高山頂、店子湖)所圍繞而成的盆地，中央有一隆起山丘，遠望似龜背，故先民稱之為龜山，其西北處山腳另有一伯公山為其頭部。楊梅的測量圖根點就在龜山上，設有一個三等三角點，海拔218公尺，是楊梅市區最高點。由山頂環顧四周，楊梅地形一覽無遺。土地為吳從子旺祭祀產業所屬，於民國85年無償提供使用權，由當時代理鎮長劉永發帶領，募集款項闢建公園，取龜之諧音而美其名曰貴山公園，提供鎮民休憩場所，並成立志工隊維護公園環境。頂上雕塑巨型龍龜與立像觀音，成為楊梅新地標，但原高36台尺的GRC塑觀音像，已於92年2月20日改立為15米高的銅像觀音了。每天早晚無數男女老幼沿登山步道拾級而上，或散步或晨操運動。近年每逢假日更成大批外勞聚會休憩活動的重要據點。提供鎮民健康環境，造福匪淺。,,人與地學訊,121.14903644641,24.904607711186,清乾嘉年間,迄今,Gueishan,Gueishan
水尾,水美,桃園縣,楊梅鎮,,村落,由於社子溪的三條源流流到此處匯集成社子溪，若以河川源流為水頭來說，這兒是河流的尾端。,客語,,水尾在楊梅的西北，社子溪三源流至此全匯集。,"水尾莊瀕臨社子溪，是客家先民組織諸協和墾團，開發楊梅壢最早抵達之處，因地處楊梅盆地中河流之尾，故名「水尾」。包括上水尾、下水尾、七分子、隘口寮等地。 故自清乾隆56年即定名為水尾。而客語「美」與「尾」同音，故為美其名而於光復後實施地方自治更名「水美」，以此名為官方地名，但以客語發音，是無差別的。",,話我家鄉楊梅鎮高山頂篇,121.13996773703,24.914670291319,清乾隆56年,迄今,Shuiwei,Shueiwei
上水尾,水尾莊,桃園縣,楊梅鎮,,村落,水尾莊沿社子溪兩岸分布，地勢東南高西北低統稱東南隅一帶為「上水尾」，包括七分子。,客語,,,乾隆年間，客家人沿社子溪入墾楊梅，先至下水尾後至上水尾。以鄭大模為大墾戶，先後建多幢祖祠於水尾一帶，以「道東堂」為堂號。,,人與地學訊,121.13612928259,24.91167982574,清隆六十年起,迄今,Shangshuiwei,Shangshueiwei
彭屋,,桃園縣,楊梅鎮,,村落,乾隆年間最早到水尾地區開墾的為鄭姓與彭姓家族，鄭姓分布在社子溪兩岸，而彭姓則分布在社子溪左岸。為今鎮內彭姓家族最大聚居之處，祖祠之所在。,客語,,彭屋在楊新路2段分上彭屋、下彭屋，上彭屋在南而下彭屋在北。。,彭姓子弟沿今之楊新路繁衍，建立許多散村，光復後新建漸多，逐漸連成街道。,,人與地學訊,121.13603812124,24.919988719618,清乾隆年,迄今,Pengwu,Pengwu
山下彭屋,,桃園縣,楊梅鎮,,村落,在民富路統一公司附近的北邊村落，南依長岡嶺高地，此處俗稱為「山下」，為彭姓家族聚居之處，故稱為「山下彭屋」。,客語,,,水尾的彭家祖屋初建於長岡嶺東北麓，接近頭湖。子孫繁衍，建屋由高地向低地延伸。,,人與地學訊,121.12973751928,24.922609711853,清乾隆年,迄今,Shanxiapengwu,Shansiapengwu
七分子,七份子,桃園縣,楊梅鎮,,農地,「七分子」在社子溪南岸，「三七圳」之南圳取水口所在，1901年七份子合併於水尾，1920年改稱七分子。現有改建過的水龍（礱）伯公，說明當時有利用地形落差，引用南圳水力碾米。,客語,,《台灣堡圖》標示其位在社子溪北岸有誤，當地人指七分子地在南岸。,依不同的文獻，七分子的由來有三種說法：（一）〈桃園縣志〉稱「開闢土地完成七成之處」；（二）〈我家鄉桃園縣〉稱「當年合資開墾，其地為七份」；（三）〈楊梅老莊故事〉稱「早年三七圳在此取水，南圳得七分（7/10），水尾東端乃有七分子之名。」,,人與地學訊,121.14192412479,24.91865681342,清乾隆年間,迄今,Qifenzi,Cifenzih
隘口寮,,桃園縣,楊梅鎮,,小地名,乾隆年間在楊梅開挖漢番分界的土牛溝，險要道路通過之處設隘防守，此處曾設隘故名。,客語,,社子溪北岸，背負高山頂台地的狹長緩斜坡地。,許多人誤以為諸水匯流而溢出，誤名為溢口寮。實指社子溪三源會口，中穿高山頂、長岡嶺兩高台地之間的谷口地帶。隘口寮初設位置緊鄰營盤腳，以後隨墾業向東推進。,,,121.13960854748,24.922875215847,清乾隆年,迄今,Aikouliao,Aikouliao
早安公園,,桃園縣,楊梅鎮,,社區,,國、客語,,楊梅火車站後站（原公館前）,建商售屋時的名稱。,,,121.14468297188,24.915207165731,,迄今,"Zao-an Park","Zao-an Park"
老坑口,,桃園縣,楊梅鎮,,村落,"老坑地勢南高北低，為谷地地形，老坑溪中流，西岸有較寬平原，愈北愈寬 。南北延長近四公里，北半部稱老坑口，包括山麓另一谷地燕子窩。",客語,,廣義：指老坑的北半部。狹義：指校前路和老莊路的三岔路口。,老坑口地勢低平，從前是楊梅鎮重要稻田分布地。居民以彭、黃、林、李四姓為多，近年移入人口增加。,,人與地學訊,121.15138932978,24.897988875125,乾隆時,迄今,Laokengkou,Laokengkou
燕子窩,長崎坑,桃園縣,楊梅鎮,,村落,燕子窩在老坑口，介於老坑口和燕子窩之間的向北山凹，有野溪注入老坑溪，谷地在店子湖高台地向北伸出的長臂間，因名長崎坑，是來開墾的客家人營居之所。春夏之間，因燕子紛紛到此山窩築巢而改名。,客語,,狹義：現永寧里老坑口西側的山窩地。,早年稱為長崎坑，乾隆年間黃台生等家族懇拓後，改稱燕子窩。燕子窩在清代是客家人與老坑的原住民交換物資、做買賣的地方。現在是三條大道的會口：校前路向北跨中山高到楊梅市街；向南為老莊路接楊銅公路，沿老坑溪谷進入龍潭；向西經小楊梅可往新埔。以上新竹客運均有班車往返。,,人與地學訊,121.15054115026,24.897241092601,乾隆時,迄今,Yanziwo,Yanzihwo
長崎坑,燕子窩,桃園縣,楊梅鎮,,,長崎坑勢介於老坑口和燕子窩之間的向北山凹，有野溪注入老坑溪，谷地在店子湖高台地向北伸出的長臂間，初名長崎坑，是乾隆年間來開墾的客家人營居之所。春夏之間，因燕子紛紛到此山窩築巢而改名燕子窩。,客語,,狹義指：現永寧里老坑口西側的山窩地。,早年稱為長崎坑，乾隆年間黃台生等家族墾拓後，改稱燕子窩。燕子窩在清代是客家人與老坑的原住民交換物資、做買賣的地方。現在是三條大道的會口：校前路向北跨中山高到楊梅市街；向南為老莊路接楊銅公路，沿老坑溪谷進入龍潭；向西經小楊梅可往新埔。以上新竹客運均有班車往返。,,人與地學訊,121.15054115026,24.897241092601,乾隆時,日據時,Changqikeng,Changcikeng
燕子窩山,,桃園縣,楊梅鎮,,村落,店子湖台地延長到老坑口，東西之間形成兩個山頭，西側即稱燕子窩山，為海拔200公尺以上的高台地，與東側的鳳凰山遙相對。,客語,,狹義：現永寧里近老坑口的山窩。,燕子窩山近老坑口，東與鳳凰山互成犄角，是早年原住民的兩座防禦山丘，形勢險要。光復後燕子窩山建有西式別墅樓房，稱福人山莊。更南為揚昇高爾夫球場。,,人與地學訊,121.15354690892,24.894195219566,乾隆時,迄今,Yanziwoshan,Yanzihwoshan
福人山莊,,桃園縣,楊梅鎮,,社區,,,,,建商售屋時的名稱。,,,121.15222042444,24.892031161795,,迄今,"Furen Village","Furen Village"
蕭屋（蕭厝）,,桃園縣,楊梅鎮,,村落,老坑尾有蕭家聚落為當地大姓，民眾因之稱當地為蕭屋。客語發音蕭屋，閩南人將屋讀厝，故地圖或作蕭厝。,客語,,永寧里十八鄰老坑尾一帶。,楊梅在客家人來開墾之前為原住民凱達格蘭族的霄裡社地，後為客家人同化。早年霄裡社開拓龍潭頭目知母六，其漢名為蕭那英，後代居住於銅鑼圈；而在老坑尾有蕭屋，兩者是否有關尚待查證。蕭屋人口大量外流，今該地李姓人口多於蕭姓。,,人與地學訊第46期,121.16888988031,24.878470066205,乾隆時,迄今,"Xiaowu (Xiaocuo )","Siaowu (Siaocuo )"
張屋（張厝）,,桃園縣,楊梅鎮,,村落,老莊路旁張家聚落，蓋有張家祖堂，民眾因之稱當地為張屋。客語發音張屋，閩南人將屋讀厝，故地圖或作張厝。,客語,,狹義：永寧里17鄰，老莊路旁一聚落。,山坡地形，客家人種植稻米、及茶樹及果樹。今有新型社區稱陽森山莊。,,人與地學訊,121.16202739505,24.88358634406,乾隆時,迄今,"Zhangwu (Zhangcuo )","Jhangwu (Jhangcuo )"
陽森山莊,,桃園縣,楊梅鎮,,社區,老莊路旁新型社區。,客語,,"永寧里 鄰。",,,人與地學訊,121.16588521288,24.88233843461,民國80年代起,迄今,"Yangsen Village","Yangsen Village"
